"","ID","CAMPAIGN","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","SITE_CODE","SAMPLE_DATE","SAMPLE_MATRIX","SAMPLE_SPECIES","SAMPLE_SPECIES_LIFESTAGE","SAMPLE_TISSUE","SAMPLE_REMARK","SAMPLING_METHOD","SAMPLING_DEPTH_VALUE","SAMPLING_DEPTH_UNIT","SAMPLING_REMARK","SAMPLING_PROTOCOL_ID","SUBSAMPLE","SAMPLE_ID_ORG","FRACTION","FRACTION_PROTOCOL_ID","EXTRACTION_METHOD","EXTRACTION_PROTOCOL_ID","ANALYTICAL_METHOD","ANALYTICAL_PROTOCOL_ID","DATA_TYPE","MEASURED_CATEGORY","MEASURED_TYPE","STRESSOR_NAME","CAS_RN","MEASURED_FLAG","MEASURED_VALUE","MEASURED_UNIT","LOQ_VALUE","LOQ_UNIT","LOD_VALUE","LOD_UNIT","MEASURED_REFERENCE_ID","ORGANISATION","ENTERED_BY.x","ENTERED_DATE.x","COMMENTS.x","YEAR","MONTH","SEASON","LOG_MEASURED_VALUE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_ID","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_GEOGRAPHIC_FEATURE_SUB_ID","COUNTRY","AREA","LATITUDE","LONGITUDE","COORDINATE_SYSTEM","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY.y","ENTERED_DATE.y","COMMENTS.y"
"69",111732,"Vm_ANNE","Aquatic","Marine/Salt Water","04.01-110797",2021-03-30,"Sediment","Not relevant","Not relevant","Not relevant","Underleverandør for analyse: Sintef Norlab AS","Point",0.5,"m","Underleverandør for analyse: Sintef Norlab AS","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,15,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Sea Eco AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,3,"Spring",1.17609125905568,"Dale","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",68.9136000011833,16.350699999386,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"70",52130,"Vm_ANNE","Aquatic","Marine/Salt Water","02.82-61628",2009-02-15,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",1,"m",NA,"NS-EN ISO 5667-19C",1,"1","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,62,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"DNV","UNKNOWN","2025-02-26","LOD/LOQ Missing",2009,2,"Winter",1.79239168949825,"Nordgulen","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",61.7735302822393,5.24862911033135,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"71",98067,"Vm_ANNE","Aquatic","Marine/Salt Water","04.01-101665",2023-10-03,"Sediment","Not relevant","Not relevant","Not relevant","Underleverandør for analyse: Nemko Norlab AS","Point",0.5,"m","Underleverandør for analyse: Nemko Norlab AS","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,5.5,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Sea Eco AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,10,"Fall",0.740362689494244,"Bjoernstein","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",68.8874660008347,17.1126829997959,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"72",35656,"Vm_ANNE","Aquatic","Freshwater","139-44920",1986-11-17,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,660,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",1986,11,"Fall",2.81954393554187,"Daudsjoeen","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",64.6373600013935,13.1005900004287,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"73",91756,"Vm_ANNE","Aquatic","Marine/Salt Water","04.20-96762",2020-06-03,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-EN ISO 5667-19B",1,"2","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,25.9,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Akvaplan-niva AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,6,"Summer",1.41329976408125,"Hundbergan C3","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",70.195850270553,21.8071693764095,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"74",86186,"Vm_ANNE","Aquatic","Freshwater","127-93163",2018-05-24,"Fresh water","Not relevant","Not relevant","Not relevant","NS EN ISO 17294-2 - Filtrert","Point",0,"m","NS EN ISO 17294-2 - Filtrert","NS-ISO 5667-6:2014-1",1,"Filtrert","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,3.4,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2018,5,"Spring",0.531478917042255,"Vaterholmen 12V2","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.69013394691,11.9036877330746,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"75",116766,"Vm_ANNE","Aquatic","Marine/Salt Water","04.21-115108",2016-11-17,"Sediment","Not relevant","Not relevant","Not relevant","Vannfjorden C Forundersøkelse","Point",0.5,"m","Vannfjorden C Forundersøkelse","NS-EN ISO 5667-19B",1,"1","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,4.16,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Akvaplan-niva AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2016,11,"Fall",0.619093330626743,"Vannfjorden","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",71.0235800006377,25.4235799936743,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"76",58273,"Vm_ANNE","Aquatic","Freshwater","132-65175",2017-09-20,"Fresh water","Not relevant","Not relevant","Not relevant","NS EN ISO 17294-2 - Filtrert","Point",NA,"m","NS EN ISO 17294-2 - Filtrert","NS-ISO 5667-6:2014-1",1,"Filtrert","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.96,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2017,9,"Fall",-0.0177287669604316,"Bue-Nebb skytebane (Ref)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.6336081337897,9.86023690033462,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"77",42173,"Vm_ANNE","Aquatic","Freshwater","006-51733",2013-07-08,"Fresh water","Not relevant","Not relevant","Not relevant","Vannproposjonal blandprøve 7 dager","Point",NA,"m","Vannproposjonal blandprøve 7 dager","NS-ISO 5667-6A",1,"2013-00725-002","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,9,NA,NA,"µg/l",NA,"µg/l",1,"Oslo Kommune VAV","UNKNOWN","2025-02-26","LOD/LOQ Missing",2013,7,"Summer",0.954242509439325,"Alna, hovedmaalestasjon","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",59.9047175569913,10.7915691444393,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"78",27414,"Vm_ANNE","Aquatic","Freshwater","139-44652",1986-02-11,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,10,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",1986,2,"Winter",1,"Storskorovatnet, utloep (B5)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",64.6493542345259,13.0534185330866,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"79",53623,"Vm_ANNE","Aquatic","Freshwater","001-62300",2011-07-01,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",1,"m",NA,"NS-ISO 5667-4A",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.14,NA,0.033,"µg/l",0.01,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,2011,7,"Summer",0.0569048513364726,"Nordre Brutjern, St2","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",59.4843100015253,11.7167299998964,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"80",100721,"Vm_ANNE","Aquatic","Freshwater","208-102580",2020-09-14,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.3,"m","Not relevant","UKJENT",1,"St07","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.11,NA,NA,"µg/l",NA,"µg/l",1,"Rambøll Norge AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,9,"Fall",-0.958607314841775,"Steinelva (St07)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",69.8937561831482,21.4180021665903,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"81",78370,"Vm_ANNE","Aquatic","Marine/Salt Water","03.01-88828",2011-11-03,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",NA,"m",NA,"NS-EN ISO 5667-19B",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,12.9,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Fiske-Liv AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2011,11,"Fall",1.11058971029925,"Storfjorden - Byttingsneset (st.3)","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",62.4289062866032,6.55094127405431,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"82",115881,"Vm_ANNE","Biota","Biota/Aquatic","01.10-114280",2022-11-15,"Biota","Mytilus edulis","Not relevant","Soft Body Part","EKSTERN_EF","Point",NA,"m","EKSTERN_EF","NS 9434:2017-UP",1,"247948","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.5,"mg/kg ww",0.1,"mg/kg v.v.",NA,"mg/kg v.v.",1,"NIVA","UNKNOWN","2025-02-26",NA,2022,11,"Fall",-0.301029995663981,"Kjeoeysundet","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.1176800014945,9.56340000069146,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"83",95299,"Vm_ANNE","Aquatic","Freshwater","022-98602",2021-10-27,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0,"m","Not relevant","UKJENT",1,"434-2021-1027-062","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,8.2,NA,NA,"µg/l",NA,"µg/l",1,"Eurofins Environment Testing Norway (Kr.sand)","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,10,"Fall",0.913813852383717,"Kleplandsbekken nedstroems","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.107166419978,7.82413747824708,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"84",94734,"Vm_ANNE","Aquatic","Marine/Salt Water","04.20-98097",2020-01-06,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-EN ISO 5667-19B",1,"1","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,10.8,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Akvaplan-niva AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,1,"Winter",1.03342375548695,"Sommarbukt C3","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",70.0782299429253,22.676398767449,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"85",31184,"Vm_ANNE","Aquatic","Freshwater","307-44778",1990-08-23,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,980,NA,NA,"µg/l",0.5,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,1990,8,"Summer",2.99122607569249,"Bekk inne i Gjersvika forekomst ved riksveg 773","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",64.8575000008863,13.4369699992054,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"86",104021,"Vm_ANNE","Aquatic","Marine/Salt Water","02.80-104464",2021-04-20,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,27,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Åkerblå AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,4,"Spring",1.43136376415899,"Lyngholmen","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",61.015400000924,5.00917001578627,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"87",69979,"Vm_ANNE","Aquatic","Freshwater","002-83311",2019-09-26,"Fresh water","Not relevant","Not relevant","Not relevant","Overvåkning i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika","Point",NA,"m","Overvåkning i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika","NS-ISO 5667-6:2014-1",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.6,NA,NA,"µg/l",NA,"µg/l",1,"Bane NOR","UNKNOWN","2025-02-26","LOD/LOQ Missing",2019,9,"Fall",0.204119982655925,"Fjetrebekken ved Atlungstad brenneri","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",60.7594151283883,11.0792218434761,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"88",52811,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-61853",2006-08-01,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",0.5,"m",NA,"NS-EN ISO 5667-19C",1,"3","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,26.5,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2006,8,"Summer",1.42324587393681,"Langoeya","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.5079300006965,10.3165300005195,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"89",108055,"Vm_ANNE","Aquatic","Freshwater","123-107445",2022-09-01,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.1,"m","Not relevant","UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,3.2,NA,0.05,"µg/l",NA,"µg/l",1,"Rambøll Norge AS; Eurofins Environment Testing Norway AS (Moss)","UNKNOWN","2025-02-26",NA,2022,9,"Fall",0.505149978319906,"Kveitabekken nedstroems Rimol (ELV3)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.3580849656352,10.4238440234123,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"90",67469,"Vm_ANNE","Biota","Biota/Aquatic","01.01-82497",2018-10-15,"Biota","Gadus morhua","Not relevant","Liver","Rapportnummer M-1441.","Point",NA,"m","Rapportnummer M-1441.","UKJENT",1,"Ind. No. 17","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,5448,"mg/kg ww",NA,"mg/kg v.v.",NA,"mg/kg v.v.",1,"NILU, NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2018,10,"Fall",3.73623709890473,"Indre Oslofjord, Midtmeie","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.8114300014746,10.545669999076,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"91",61986,"Vm_ANNE","Aquatic","Freshwater","018-80535",2016-09-15,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",NA,"m",NA,"UKJENT",1,"434-2016-0915-032","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,2.1,NA,NA,"µg/l",NA,"µg/l",1,"ALS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2016,9,"Fall",0.322219294733919,"Vennevann bekk (2.42b)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.6195516040823,8.90268160294863,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"92",108661,"Vm_ANNE","Aquatic","Marine/Salt Water","03.01-107689",2021-12-20,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",2.5,"m","Not relevant","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,17.1,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Åkerblå AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,12,"Winter",1.23299611039215,"Voldnes","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",62.1977500006072,5.7545500071227,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"93",45828,"Vm_ANNE","Aquatic","Freshwater","002-56415",2023-11-08,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.5,"m","Not relevant","NS-ISO 5667-4:2016A",1,"439-2023-11100449","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.89,NA,NA,"µg/l",NA,"µg/l",1,"Norconsult Norge AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,11,"Fall",-0.0506099933550872,"Lintotjern, OeSTILI01","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",59.5397114346188,11.5091101686245,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"94",71191,"Vm_ANNE","Aquatic","Freshwater","313-83913",2016-06-16,"Fresh water","Not relevant","Not relevant","Not relevant","NS-EN ISO 17294-2 - Filtrert","Point",NA,"m","NS-EN ISO 17294-2 - Filtrert","NS-ISO 5667-6A",1,"Filtrert","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.41,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2016,6,"Summer",-0.387216143280265,"Boerja 4","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",60.0596152697073,11.9854298802424,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"95",123624,"Vm_ANNE","Aquatic","Freshwater","016-121755",2024-08-21,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0,"m","Not relevant","NS-EN ISO 5667-6:2016",1,"2024-19631-17","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.35,NA,NA,"µg/l",NA,"µg/l",1,"SGS Analytics Norway AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2024,8,"Summer",-0.455931955649724,"SOeV-5, Eidselva","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",59.2866559005365,9.26256350028668,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"96",270,"Vm_ANNE","Aquatic","Freshwater","121-28036",1984-05-31,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1420,NA,NA,"µg/l",NA,"µg/l",1,NA,"UNKNOWN","2025-02-26","LOD/LOQ Missing",1984,5,"Spring",3.15228834438306,"Raubekken ved Skogly","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.1526289757159,9.71954871312337,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"97",39406,"Vm_ANNE","Aquatic","Marine/Salt Water","03.20-48684",2003-04-29,"Sediment","Not relevant","Not relevant","Not relevant","Rambøll-rapport: 2004-014","Point",22.5,"m","Rambøll-rapport: 2004-014","NS-EN ISO 5667-19C",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,4.7,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Rambøll Norge AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2003,4,"Spring",0.672097857935718,"Trondheim havn, Ilsvika 134","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",63.4328602289816,10.3608282539383,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"98",116144,"Vm_ANNE","Aquatic","Freshwater","002-114454",2023-04-10,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",20,"m","Not relevant","UKJENT",1,"439-2022-04260358","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,8.4,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Eurofins AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,4,"Spring",0.924279286061882,"Haera nedstroems renseanlegget, miljoegifter i sedimenter st. 4a","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",59.5575104720004,11.3167314677686,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"99",85814,"Vm_ANNE","Aquatic","Freshwater","019-92937",2022-08-14,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.5,"m","Not relevant","UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.32,NA,NA,"µg/l",NA,"µg/l",1,"Norconsult","UNKNOWN","2025-02-26","LOD/LOQ Missing",2022,8,"Summer",0.12057393120585,"Biebekken 814507 (P4 ref)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.4573935235166,8.73946155679895,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"100",119238,"Vm_ANNE","Aquatic","Freshwater","101-117735",2023-12-18,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.1,"m","Not relevant","UKJENT",1,"439-2023-12190458","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.61,NA,NA,"µg/l",NA,"µg/l",1,"Eurofins Environment Testing Norway (Moss)","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,12,"Winter",-0.214670164989233,"SbTj-bekk","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",62.4842639442745,6.50251838705581,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"101",95543,"Vm_ANNE","Aquatic","Marine/Salt Water","04.03-98734",2023-12-01,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",2.5,"m","Not relevant","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,5,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Åkerblå AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,12,"Winter",0.698970004336019,"Mjoenes","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",70.1018196912356,19.5865207323222,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"102",59618,"Vm_ANNE","Aquatic","Freshwater","002-79085",2015-08-21,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.62,NA,NA,"µg/l",NA,"µg/l",1,"Eurofins Environment Testing Norway AS (Moss)","UNKNOWN","2025-02-26","LOD/LOQ Missing",2015,8,"Summer",-0.207608310501746,"Oslo lufthavn, Gardermoen","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",60.1695818419473,11.0637364203013,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
